		"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FIVE","Five Below, Inc.","34.9","$1.9B","2012","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","16.83","$434.3M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fprx",
"FIVN","Five9, Inc.","3.7","$185.94M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/fivn",
"FLML","Flamel Technologies S.A.","17.09","$686.87M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLKS","Flex Pharma, Inc.","12.46","$223.51M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","14.5","$311.76M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","50.96","$7.64M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","50.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","25.01","$21.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbsd",
"QLC","FlexShares US Quality Large Cap Index Fund","24.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qlc",
"FLXS","Flexsteel Industries, Inc.","30.98","$232.08M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/flxs",
"FLEX","Flextronics International Ltd.","10.72","$6.07B","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FLIR","FLIR Systems, Inc.","28.2","$3.96B","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flir",
"FLDM","Fluidigm Corporation","8.37","$240.33M","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","19.68","$569.24M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffic",
"FOMX","Foamix Pharmaceuticals Ltd.","7.83","$239.15M","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/fomx",
"FOGO","Fogo de Chao, Inc.","15.45","$431.28M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/fogo",
"FONR","Fonar Corporation","13.53","$87.05M","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"FES","Forbes Energy Services Ltd","0.4494","$9.96M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FORM","FormFactor, Inc.","6.93","$402.41M","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","27.345","$402.51M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","30.59","$548.17M","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/forr",
"FTNT","Fortinet, Inc.","43.68","$7.48B","2009","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","2.52","$118.02M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fbio",
"FWRD","Forward Air Corporation","41.82","$1.3B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.21","$10.46M","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","26.19","$1.22B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","55.38","$2.67B","1993","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/fosl",
"FMI","Foundation Medicine, Inc.","19.99","$687.31M","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/fmi",
"FXCB","Fox Chase Bancorp, Inc.","17.4","$201.25M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fxcb",
"FOXF","Fox Factory Holding Corp.","16.82","$621.53M","2013","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","12.27","$519.44M","2011","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","27.11","$1.29B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/fele",
"FRED","Fred&#39;s, Inc.","11.87","$442.35M","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/fred",
"FREE","FreeSeas Inc.","0.16","$1.12M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/free",
"RAIL","Freightcar America, Inc.","16.93","$208.79M","2005","Capital Goods","Railroads","http://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","10.27","$89.51M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/feim",
"FRPT","Freshpet, Inc.","10.03","$336.07M","2014","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/frpt",
"FTR","Frontier Communications Corporation","4.88","$5.7B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftr",
"FTRPR","Frontier Communications Corporation","95.45","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftrpr",
"FRPH","FRP Holdings, Inc.","29.3","$286.55M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","23.58","$76.41M","2012","Finance","Banks","http://www.nasdaq.com/symbol/fsbw",
"FTD","FTD Companies, Inc.","29.94","$858.28M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ftd",
"FSYS","Fuel Systems Solutions, Inc.","5.04","$91.19M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fsys",
"FTEK","Fuel Tech, Inc.","1.9","$44.02M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","0.7306","$222.89M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/fcel",
"FULL","Full Circle Capital Corporation","3.01","$69.94M","2010","n/a","n/a","http://www.nasdaq.com/symbol/full",
"FULLL","Full Circle Capital Corporation","25.414","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fulll",
"FLL","Full House Resorts, Inc.","1.48","$28.07M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"FULT","Fulton Financial Corporation","11.91","$2.08B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fult",
"FSNN","Fusion Telecommunications International, Inc.","2","$16.46M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fsnn",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","0.95","$12.41M","2006","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ffhl",
"FXEN","FX Energy, Inc.","1.03","$56.52M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fxen",
"FXENP","FX Energy, Inc.","13.572","$10.86M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fxenp",
"GK","G&K Services, Inc.","65.96","$1.32B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/gk",
"WILC","G. Willi-Food International,  Ltd.","4.54","$59.51M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/wilc",
"GAIA","Gaiam, Inc.","6.21","$152.28M","1999","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/gaia",
"GLPG","Galapagos NV","42.1","$1.64B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glpg",
"GALT","Galectin Therapeutics Inc.","2.25","$51.28M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galt",
"GALTU","Galectin Therapeutics Inc.","5.8101","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtu",
"GALTW","Galectin Therapeutics Inc.","1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtw",
"GALE","Galena Biopharma, Inc.","1.65","$266.83M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gale",
"GLMD","Galmed Pharmaceuticals Ltd.","7.44","$82.59M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glmd",
"GLPI","Gaming and Leisure Properties, Inc.","30.09","$3.45B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/glpi",
"GPIC","Gaming Partners International Corporation","9.3","$73.74M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/gpic",
"GRMN","Garmin Ltd.","35.85","$6.85B","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/grmn",
"GGAC","Garnero Group Acquisition Company","9.9","$184.17M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggac",
"GGACR","Garnero Group Acquisition Company","0.22","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggacr",
"GGACU","Garnero Group Acquisition Company","10.22","$133.51M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggacu",
"GGACW","Garnero Group Acquisition Company","0.14","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/ggacw",
"GARS","Garrison Capital Inc.","13.8","$231.27M","2013","n/a","n/a","http://www.nasdaq.com/symbol/gars",
"GENC","Gencor Industries Inc.","9.25","$88.09M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/genc",
"GNCMA","General Communication, Inc.","16.38","$644.72M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gncma",
"GFN","General Finance Corporation","3.65","$94.93M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","88.1","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.2901","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfnsl",
"GENE","Genetic Technologies Ltd","2.07","$23.66M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNMK","GenMark Diagnostics, Inc.","7.92","$335.69M","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","6.93","$194.46M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnca",
"GHDX","Genomic Health, Inc.","22.65","$735.7M","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ghdx",
"GNTX","Gentex Corporation","15.62","$4.57B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","45.85","$1.65B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/thrm",
"GNVC","GenVec, Inc.","2.02","$34.89M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gnvc",
"GTWN","Georgetown Bancorp, Inc.","17.8","$32.54M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gtwn",
"GEOS","Geospace Technologies Corporation","14.39","$189.2M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/geos",
"GABC","German American Bancorp, Inc.","28.78","$381.61M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","3.01","$476.01M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gern",
"GEVO","Gevo, Inc.","1.92","$31.68M","2011","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"ROCK","Gibraltar Industries, Inc.","18.35","$568.54M","1993","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","0.511","$28.24M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gigm",
"GIGA","Giga-tronics Incorporated","0.9037","$6.08M","1983","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/giga",
"GIII","G-III Apparel Group, LTD.","62.66","$2.83B","1989","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","3.5","$153.2M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gilt",
"GILD","Gilead Sciences, Inc.","98.28","$144.24B","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gild",
"GBCI","Glacier Bancorp, Inc.","26.03","$1.97B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","8.69","$183.63M","2001","n/a","n/a","http://www.nasdaq.com/symbol/glad",
"GLADO","Gladstone Capital Corporation","25.53","$56.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glado",
"GOOD","Gladstone Commercial Corporation","14.06","$300.3M","2003","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/good",
"GOODN","Gladstone Commercial Corporation","25.66","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodn",
"GOODO","Gladstone Commercial Corporation","25.09","$28.85M","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodo",
"GOODP","Gladstone Commercial Corporation","25.0001","$25M","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodp",
"GAIN","Gladstone Investment Corporation","7.03","$212.8M","2005","n/a","n/a","http://www.nasdaq.com/symbol/gain",
"GAINN","Gladstone Investment Corporation","24.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainn",
"GAINO","Gladstone Investment Corporation","25.2143","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gaino",
"GAINP","Gladstone Investment Corporation","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainp",
"LAND","Gladstone Land Corporation","9.11","$82.54M","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/land",
"GLBZ","Glen Burnie Bancorp","12.8","$35.47M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/glbz",
"GBT","GLOBAL BLOOD THERAPEUTICS, INC.","46.89","$1.43B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gbt",
"GDEF","Global Defense & National Security Systems, Inc.","10.52","$92.04M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/gdef",
"ENT","Global Eagle Entertainment Inc.","11.56","$891.86M","2011","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ent",
"GBLI","Global Indemnity plc","25.36","$652.42M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/gbli",
"GBLIZ","Global Indemnity plc","24","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/gbliz",
"GPAC","Global Partner Acquisition Corp.","n/a","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/gpac",
"GPACU","Global Partner Acquisition Corp.","10","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/gpacu",
"GPACW","Global Partner Acquisition Corp.","0.27","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/gpacw",
"GSOL","Global Sources Ltd.","8.55","$201.76M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/gsol",
"ACTX","Global X Guru Activist ETF","12.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/actx",
"QQQC","Global X NASDAQ China Technology ETF","18.7412","$14.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqqc",
"SOCL","Global X Social Media Index ETF","17.92","$74.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/socl",
"ALTY","Global X SuperDividend Alternatives ETF","13.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alty",
"SRET","Global X SuperDividend REIT ETF","12.92","$2.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sret",
"YLCO","Global X Yieldco Index ETF","10.15","$2.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ylco",
"GAI","Global-Tech Advanced Innovations Inc.","6.05","$18.42M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gai",
"GSM","Globe Specialty Metals Inc.","12.41","$915.24M","2009","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gsm",
"GBIM","GlobeImmune, Inc.","2.5301","$14.55M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gbim",
"GLBS","Globus Maritime Limited","0.99","$10.16M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
